id,name,price,image,categoryId
89,L'assurance de concrétiser vos projets à sa source,1191.22,https://example.com/images/89.jpg,18
90,Le confort d'innover avant-tout,1958.72,https://example.com/images/90.jpg,12
91,La possibilité de rouler plus rapidement,1417.14,https://example.com/images/91.jpg,19
92,Le droit d'innover à l'état pur,449.31,https://example.com/images/92.jpg,17
93,Le pouvoir d'innover à la pointe,113.78,https://example.com/images/93.jpg,8
94,L'avantage d'avancer à sa source,62.73,https://example.com/images/94.jpg,4
95,Le pouvoir d'avancer de manière sûre,348.34,https://example.com/images/95.jpg,12
96,La possibilité d'avancer naturellement,489.68,https://example.com/images/96.jpg,11
97,Le droit d'atteindre vos buts de manière efficace,472.91,https://example.com/images/97.jpg,11
98,Le plaisir de concrétiser vos projets de manière efficace,188.1,https://example.com/images/98.jpg,2
99,Le droit de changer à sa source,1363.95,https://example.com/images/99.jpg,15
100,La possibilité de changer sans soucis,1839.66,https://example.com/images/100.jpg,14
101,La possibilité d'atteindre vos buts à la pointe,198.39,https://example.com/images/101.jpg,4
102,L'assurance de rouler avant-tout,398.38,https://example.com/images/102.jpg,18
103,L'avantage de louer plus rapidement,28.89,https://example.com/images/103.jpg,2
104,La liberté d'évoluer naturellement,814.53,https://example.com/images/104.jpg,9
105,L'avantage de changer plus facilement,1690.79,https://example.com/images/105.jpg,2
106,Le pouvoir de rouler à la pointe,1424.93,https://example.com/images/106.jpg,17
107,Le pouvoir de changer plus rapidement,212.92,https://example.com/images/107.jpg,16
108,L'art d'évoluer plus facilement,1795.76,https://example.com/images/108.jpg,3
109,Le pouvoir d'évoluer plus rapidement,178.14,https://example.com/images/109.jpg,12
110,Le pouvoir de rouler avant-tout,781.44,https://example.com/images/110.jpg,8
111,L'avantage d'avancer autrement,1524.34,https://example.com/images/111.jpg,13
112,Le droit de rouler plus facilement,732.89,https://example.com/images/112.jpg,13
113,La liberté de louer de manière efficace,1157.97,https://example.com/images/113.jpg,16
114,L'avantage d'atteindre vos buts à l'état pur,771.86,https://example.com/images/114.jpg,3
115,L'art d'avancer plus rapidement,1102.02,https://example.com/images/115.jpg,2
116,La liberté d'atteindre vos buts de manière efficace,686.76,https://example.com/images/116.jpg,16
117,Le plaisir d'évoluer autrement,1297.42,https://example.com/images/117.jpg,13
118,L'avantage de concrétiser vos projets à l'état pur,1919.32,https://example.com/images/118.jpg,10
119,L'avantage de louer plus facilement,1547.3,https://example.com/images/119.jpg,7
120,L'assurance d'atteindre vos buts à l'état pur,766.83,https://example.com/images/120.jpg,20
121,La liberté de rouler de manière efficace,109.29,https://example.com/images/121.jpg,12
122,La liberté de concrétiser vos projets plus rapidement,1094.62,https://example.com/images/122.jpg,15
123,Le droit de changer de manière efficace,1237.89,https://example.com/images/123.jpg,19
124,La liberté d'évoluer de manière efficace,691.78,https://example.com/images/124.jpg,1
125,Le confort d'avancer autrement,1758.13,https://example.com/images/125.jpg,19
126,Le plaisir de rouler autrement,1453.61,https://example.com/images/126.jpg,4
127,La possibilité d'évoluer en toute tranquilité,1815.34,https://example.com/images/127.jpg,3
128,Le plaisir d'innover plus facilement,745.66,https://example.com/images/128.jpg,8
129,Le pouvoir de rouler plus facilement,1688.43,https://example.com/images/129.jpg,4
130,Le droit d'évoluer de manière sûre,1864.9,https://example.com/images/130.jpg,2
131,L'art de rouler avant-tout,854.75,https://example.com/images/131.jpg,19
132,Le confort d'innover autrement,1603.41,https://example.com/images/132.jpg,9
133,L'avantage de rouler à l'état pur,608.22,https://example.com/images/133.jpg,7
134,L'assurance d'évoluer à l'état pur,782.24,https://example.com/images/134.jpg,15
135,Le confort de concrétiser vos projets à la pointe,1607.44,https://example.com/images/135.jpg,12
136,L'assurance d'évoluer à la pointe,673.6,https://example.com/images/136.jpg,10
137,L'art de changer de manière efficace,999.51,https://example.com/images/137.jpg,16
138,La possibilité de rouler en toute tranquilité,242.37,https://example.com/images/138.jpg,4
139,Le pouvoir d'évoluer plus facilement,1366.11,https://example.com/images/139.jpg,1
140,La liberté d'avancer à l'état pur,943.87,https://example.com/images/140.jpg,12
141,La liberté d'avancer en toute tranquilité,669.27,https://example.com/images/141.jpg,7
142,Le plaisir de louer à l'état pur,1069.93,https://example.com/images/142.jpg,2
143,L'assurance d'innover plus rapidement,1398.79,https://example.com/images/143.jpg,15
144,Le plaisir de concrétiser vos projets sans soucis,1072.99,https://example.com/images/144.jpg,10
145,Le confort de concrétiser vos projets de manière sûre,331.45,https://example.com/images/145.jpg,2
146,L'avantage de changer autrement,254.53,https://example.com/images/146.jpg,20
147,Le plaisir de louer à sa source,1564.92,https://example.com/images/147.jpg,18
148,Le confort de concrétiser vos projets à l'état pur,1231.86,https://example.com/images/148.jpg,8
149,La possibilité de louer de manière efficace,749.15,https://example.com/images/149.jpg,7
150,La liberté d'avancer à l'état pur,1644.92,https://example.com/images/150.jpg,10
151,L'avantage d'avancer de manière sûre,1454.31,https://example.com/images/151.jpg,6
152,Le droit de rouler plus facilement,1166.48,https://example.com/images/152.jpg,12
153,L'assurance d'avancer avant-tout,859.05,https://example.com/images/153.jpg,19
154,Le confort de louer sans soucis,669.27,https://example.com/images/154.jpg,3
155,L'assurance de rouler autrement,172.14,https://example.com/images/155.jpg,18
156,Le plaisir de rouler à sa source,1212.18,https://example.com/images/156.jpg,12
157,L'assurance d'innover plus rapidement,1422.2,https://example.com/images/157.jpg,13
158,Le pouvoir de changer sans soucis,1193.38,https://example.com/images/158.jpg,16
159,L'art de rouler sans soucis,1522.63,https://example.com/images/159.jpg,4
160,Le plaisir de rouler avant-tout,589.35,https://example.com/images/160.jpg,13
161,Le droit de rouler sans soucis,681.19,https://example.com/images/161.jpg,17
162,Le droit d'atteindre vos buts sans soucis,1260.53,https://example.com/images/162.jpg,15
163,L'art de louer avant-tout,1104.61,https://example.com/images/163.jpg,17
164,La possibilité d'atteindre vos buts plus facilement,1384.95,https://example.com/images/164.jpg,20
165,Le pouvoir d'évoluer plus facilement,815.09,https://example.com/images/165.jpg,9
166,Le droit de changer avant-tout,1405.89,https://example.com/images/166.jpg,16
167,Le droit d'innover avant-tout,1176.35,https://example.com/images/167.jpg,3
168,Le pouvoir d'innover de manière sûre,1251.72,https://example.com/images/168.jpg,20
169,Le pouvoir d'évoluer avant-tout,598.76,https://example.com/images/169.jpg,6
170,Le droit d'atteindre vos buts en toute tranquilité,1998.05,https://example.com/images/170.jpg,14
171,Le confort d'évoluer à l'état pur,1698.94,https://example.com/images/171.jpg,20
172,Le pouvoir d'évoluer de manière efficace,1682.16,https://example.com/images/172.jpg,10
173,L'assurance de concrétiser vos projets naturellement,392.71,https://example.com/images/173.jpg,14
174,La liberté d'atteindre vos buts plus facilement,1202.6,https://example.com/images/174.jpg,3
175,Le plaisir d'atteindre vos buts plus facilement,682.83,https://example.com/images/175.jpg,6
176,Le plaisir d'innover à la pointe,1912.46,https://example.com/images/176.jpg,3
177,Le confort d'atteindre vos buts de manière sûre,749.97,https://example.com/images/177.jpg,13
178,La possibilité de rouler de manière efficace,684.63,https://example.com/images/178.jpg,20
179,Le droit d'évoluer naturellement,1680.68,https://example.com/images/179.jpg,20
180,L'art de rouler de manière sûre,673.73,https://example.com/images/180.jpg,17
181,Le droit de louer plus facilement,1727.44,https://example.com/images/181.jpg,8
182,Le pouvoir de louer en toute tranquilité,1770.87,https://example.com/images/182.jpg,10
183,La possibilité de concrétiser vos projets plus facilement,907.55,https://example.com/images/183.jpg,8
184,Le confort de changer autrement,1814.46,https://example.com/images/184.jpg,3
185,L'assurance d'avancer avant-tout,1003.31,https://example.com/images/185.jpg,10
186,Le plaisir de rouler à sa source,1238.81,https://example.com/images/186.jpg,18
187,L'avantage d'atteindre vos buts sans soucis,935.94,https://example.com/images/187.jpg,14
188,La liberté d'avancer sans soucis,1067.37,https://example.com/images/188.jpg,1
189,L'art d'avancer avant-tout,812.51,https://example.com/images/189.jpg,9
190,L'assurance de louer sans soucis,13.15,https://example.com/images/190.jpg,18
191,L'assurance de rouler en toute tranquilité,1529.87,https://example.com/images/191.jpg,17
192,L'assurance de louer naturellement,1244.38,https://example.com/images/192.jpg,9
193,La liberté de louer à sa source,1228.5,https://example.com/images/193.jpg,16
194,L'art de concrétiser vos projets plus rapidement,1361.42,https://example.com/images/194.jpg,14
195,Le droit d'avancer plus facilement,921.58,https://example.com/images/195.jpg,19
196,L'art de rouler plus facilement,1002.76,https://example.com/images/196.jpg,10
197,Le confort de louer avant-tout,293.84,https://example.com/images/197.jpg,1
198,Le pouvoir de changer plus rapidement,1527.43,https://example.com/images/198.jpg,18
199,Le confort d'avancer plus rapidement,1891.82,https://example.com/images/199.jpg,9
200,L'art d'avancer plus facilement,960.77,https://example.com/images/200.jpg,11
201,Le pouvoir d'évoluer à la pointe,1932.97,https://example.com/images/201.jpg,4
202,La possibilité de changer à la pointe,1283.41,https://example.com/images/202.jpg,2
203,L'art de rouler plus facilement,755.96,https://example.com/images/203.jpg,1
204,Le confort de concrétiser vos projets de manière efficace,512.52,https://example.com/images/204.jpg,5
205,Le droit de changer de manière sûre,1606.69,https://example.com/images/205.jpg,2
206,L'assurance d'innover naturellement,619.28,https://example.com/images/206.jpg,6
207,L'assurance de changer à la pointe,1991.82,https://example.com/images/207.jpg,3
208,Le confort d'avancer avant-tout,1335.71,https://example.com/images/208.jpg,18
209,La liberté d'avancer à sa source,854.49,https://example.com/images/209.jpg,11
210,La liberté de concrétiser vos projets plus rapidement,1289.16,https://example.com/images/210.jpg,20
211,L'assurance de changer avant-tout,951.58,https://example.com/images/211.jpg,18
212,La possibilité d'innover de manière efficace,155.79,https://example.com/images/212.jpg,2
213,L'assurance d'avancer à l'état pur,1143.74,https://example.com/images/213.jpg,3
214,La liberté de concrétiser vos projets à sa source,594.28,https://example.com/images/214.jpg,11
215,L'avantage d'avancer à la pointe,230.62,https://example.com/images/215.jpg,5
216,La liberté de changer avant-tout,162.27,https://example.com/images/216.jpg,12
217,Le confort de louer plus rapidement,1935.95,https://example.com/images/217.jpg,14
218,L'assurance d'évoluer de manière efficace,1656.21,https://example.com/images/218.jpg,6
219,Le pouvoir de rouler à sa source,299.95,https://example.com/images/219.jpg,4
220,Le confort d'avancer de manière sûre,1540.71,https://example.com/images/220.jpg,3
221,L'assurance de changer plus facilement,770.24,https://example.com/images/221.jpg,1
222,Le pouvoir d'évoluer de manière efficace,486.94,https://example.com/images/222.jpg,8
223,L'assurance d'évoluer plus facilement,442.25,https://example.com/images/223.jpg,1
224,L'art d'évoluer à sa source,1626.81,https://example.com/images/224.jpg,3
225,L'art de louer plus facilement,69.38,https://example.com/images/225.jpg,14
226,L'avantage de concrétiser vos projets à la pointe,1895.63,https://example.com/images/226.jpg,1
227,Le droit d'évoluer en toute tranquilité,1129.44,https://example.com/images/227.jpg,13
228,La possibilité d'atteindre vos buts sans soucis,855.73,https://example.com/images/228.jpg,16
229,L'assurance d'évoluer plus facilement,447.73,https://example.com/images/229.jpg,4
230,Le pouvoir d'innover de manière sûre,914.48,https://example.com/images/230.jpg,18
231,Le droit d'avancer naturellement,1631.32,https://example.com/images/231.jpg,15
232,La liberté d'avancer à l'état pur,903.79,https://example.com/images/232.jpg,3
233,L'assurance de concrétiser vos projets avant-tout,1481.46,https://example.com/images/233.jpg,12
234,L'avantage d'évoluer autrement,67.14,https://example.com/images/234.jpg,3
235,La liberté de rouler sans soucis,1313.49,https://example.com/images/235.jpg,16
236,La liberté de concrétiser vos projets naturellement,1292.14,https://example.com/images/236.jpg,13
237,La liberté d'évoluer de manière sûre,479.12,https://example.com/images/237.jpg,15
238,L'art de rouler à la pointe,946.25,https://example.com/images/238.jpg,6
239,La liberté d'atteindre vos buts de manière sûre,192.46,https://example.com/images/239.jpg,7
240,L'avantage de changer plus rapidement,318.09,https://example.com/images/240.jpg,20
241,Le confort d'avancer avant-tout,1915.28,https://example.com/images/241.jpg,3
242,L'art d'évoluer à sa source,1292.94,https://example.com/images/242.jpg,16
243,L'assurance de concrétiser vos projets à la pointe,13.94,https://example.com/images/243.jpg,1
244,L'assurance d'innover de manière sûre,1821.77,https://example.com/images/244.jpg,8
245,L'avantage de louer avant-tout,290.62,https://example.com/images/245.jpg,3
246,Le pouvoir d'avancer sans soucis,1881.33,https://example.com/images/246.jpg,14
247,Le confort de louer à sa source,252.33,https://example.com/images/247.jpg,2
248,L'assurance de louer en toute tranquilité,1928.14,https://example.com/images/248.jpg,9
249,La liberté de louer sans soucis,1635.38,https://example.com/images/249.jpg,3
250,Le pouvoir d'atteindre vos buts de manière efficace,1930.33,https://example.com/images/250.jpg,18
251,La liberté de changer autrement,194.17,https://example.com/images/251.jpg,12
252,La liberté de concrétiser vos projets naturellement,1639.92,https://example.com/images/252.jpg,9
253,Le confort de rouler autrement,446.47,https://example.com/images/253.jpg,15
254,Le droit d'innover naturellement,776.93,https://example.com/images/254.jpg,9
255,L'assurance d'innover naturellement,457.21,https://example.com/images/255.jpg,12
256,Le confort d'atteindre vos buts plus facilement,348.83,https://example.com/images/256.jpg,12
257,Le plaisir d'évoluer à sa source,612.14,https://example.com/images/257.jpg,16
258,Le confort de changer sans soucis,1323.38,https://example.com/images/258.jpg,7
259,Le confort d'atteindre vos buts à sa source,100.66,https://example.com/images/259.jpg,11
260,Le plaisir de rouler autrement,1357.24,https://example.com/images/260.jpg,6
261,La possibilité de louer autrement,1055.42,https://example.com/images/261.jpg,17
262,La liberté d'avancer à la pointe,1931.24,https://example.com/images/262.jpg,3
263,L'avantage de louer en toute tranquilité,477.3,https://example.com/images/263.jpg,17
264,Le confort de rouler avant-tout,1057.2,https://example.com/images/264.jpg,9
265,La possibilité de changer plus rapidement,485.76,https://example.com/images/265.jpg,1
266,L'art d'avancer sans soucis,879.4,https://example.com/images/266.jpg,2
267,L'avantage de concrétiser vos projets naturellement,436.48,https://example.com/images/267.jpg,18
268,La possibilité de changer autrement,809.26,https://example.com/images/268.jpg,3
269,L'art d'évoluer à l'état pur,1325.28,https://example.com/images/269.jpg,7
270,Le plaisir d'avancer sans soucis,1835.13,https://example.com/images/270.jpg,11
271,La possibilité de changer de manière efficace,976.49,https://example.com/images/271.jpg,6
272,L'avantage de changer autrement,745.78,https://example.com/images/272.jpg,11
273,L'art d'évoluer avant-tout,376.36,https://example.com/images/273.jpg,19
274,L'avantage d'atteindre vos buts de manière sûre,1803.4,https://example.com/images/274.jpg,2
275,Le confort de louer de manière efficace,647.05,https://example.com/images/275.jpg,8
276,Le confort d'avancer à la pointe,1598.06,https://example.com/images/276.jpg,5
277,La liberté d'évoluer naturellement,1816.81,https://example.com/images/277.jpg,10
278,La possibilité d'évoluer plus rapidement,1894.54,https://example.com/images/278.jpg,3
279,L'art de louer avant-tout,1952.67,https://example.com/images/279.jpg,6
280,La possibilité d'avancer plus facilement,422.52,https://example.com/images/280.jpg,1
281,L'avantage d'innover à l'état pur,311.56,https://example.com/images/281.jpg,3
282,La possibilité d'atteindre vos buts à l'état pur,1381.65,https://example.com/images/282.jpg,8
283,La possibilité d'innover naturellement,874.11,https://example.com/images/283.jpg,11
284,Le plaisir d'atteindre vos buts à sa source,73.17,https://example.com/images/284.jpg,18
285,L'art de changer de manière efficace,1647.4,https://example.com/images/285.jpg,5
286,La liberté d'innover à l'état pur,1966.87,https://example.com/images/286.jpg,16
287,Le droit d'atteindre vos buts à la pointe,58.87,https://example.com/images/287.jpg,17
288,La liberté de concrétiser vos projets à la pointe,1834.42,https://example.com/images/288.jpg,17
289,L'assurance de concrétiser vos projets sans soucis,510.17,https://example.com/images/289.jpg,9
290,Le confort de louer de manière sûre,1539.78,https://example.com/images/290.jpg,2
291,L'art de concrétiser vos projets de manière efficace,326.36,https://example.com/images/291.jpg,1
292,L'avantage de rouler autrement,1838.33,https://example.com/images/292.jpg,9
293,L'art d'évoluer plus rapidement,455.73,https://example.com/images/293.jpg,18
294,Le confort d'évoluer sans soucis,919.6,https://example.com/images/294.jpg,8
295,L'assurance d'innover à sa source,1112.1,https://example.com/images/295.jpg,3
296,Le plaisir de rouler de manière sûre,856.63,https://example.com/images/296.jpg,12
297,La possibilité d'innover autrement,1435.77,https://example.com/images/297.jpg,2
298,Le plaisir d'évoluer plus rapidement,1253.97,https://example.com/images/298.jpg,15
299,Le droit d'avancer autrement,1254.95,https://example.com/images/299.jpg,1
300,L'avantage d'avancer à la pointe,825.53,https://example.com/images/300.jpg,7
301,L'art d'innover avant-tout,573.52,https://example.com/images/301.jpg,1
302,Le plaisir de louer de manière efficace,573.73,https://example.com/images/302.jpg,17
303,Le confort d'avancer avant-tout,1810.5,https://example.com/images/303.jpg,6
304,La liberté de louer sans soucis,1724.11,https://example.com/images/304.jpg,5
305,L'avantage de concrétiser vos projets de manière efficace,1770.69,https://example.com/images/305.jpg,9
306,La possibilité d'atteindre vos buts de manière sûre,186.56,https://example.com/images/306.jpg,11
307,Le plaisir de changer plus facilement,350.11,https://example.com/images/307.jpg,4
308,L'assurance d'atteindre vos buts en toute tranquilité,1459.28,https://example.com/images/308.jpg,20
309,Le confort d'innover à la pointe,394.19,https://example.com/images/309.jpg,17
310,L'art d'évoluer à sa source,434.06,https://example.com/images/310.jpg,16
311,Le confort de louer à l'état pur,1075.89,https://example.com/images/311.jpg,14
312,La liberté de rouler autrement,776.99,https://example.com/images/312.jpg,20
313,Le droit de rouler en toute tranquilité,1465.19,https://example.com/images/313.jpg,14
314,L'art de concrétiser vos projets à sa source,968.57,https://example.com/images/314.jpg,2
315,Le pouvoir de concrétiser vos projets avant-tout,785.34,https://example.com/images/315.jpg,6
316,Le confort d'atteindre vos buts à sa source,1150.05,https://example.com/images/316.jpg,10
317,Le plaisir d'évoluer autrement,1495.99,https://example.com/images/317.jpg,13
318,Le confort d'avancer avant-tout,1956.61,https://example.com/images/318.jpg,16
319,Le plaisir de changer à l'état pur,372.78,https://example.com/images/319.jpg,20
320,Le pouvoir d'avancer autrement,1959.71,https://example.com/images/320.jpg,2
321,Le plaisir de rouler à sa source,1384.11,https://example.com/images/321.jpg,16
322,Le confort de rouler de manière efficace,412.35,https://example.com/images/322.jpg,2
323,L'assurance d'atteindre vos buts à sa source,426.19,https://example.com/images/323.jpg,16
324,Le pouvoir d'évoluer à la pointe,548.78,https://example.com/images/324.jpg,4
325,Le droit de concrétiser vos projets à sa source,774.09,https://example.com/images/325.jpg,6
326,Le pouvoir d'évoluer en toute tranquilité,1861.97,https://example.com/images/326.jpg,17
327,La liberté de changer avant-tout,1904.89,https://example.com/images/327.jpg,4
328,L'assurance d'évoluer de manière sûre,1884.69,https://example.com/images/328.jpg,15
329,Le droit de louer de manière sûre,178.71,https://example.com/images/329.jpg,5
330,La possibilité d'atteindre vos buts de manière efficace,1499.16,https://example.com/images/330.jpg,7
331,L'art d'innover à la pointe,1081.52,https://example.com/images/331.jpg,1
332,La liberté d'atteindre vos buts à l'état pur,1239.34,https://example.com/images/332.jpg,1
333,L'art d'avancer avant-tout,885.49,https://example.com/images/333.jpg,10
334,La possibilité de louer avant-tout,166.53,https://example.com/images/334.jpg,11
335,La liberté d'innover de manière sûre,1432.64,https://example.com/images/335.jpg,19
336,La possibilité d'innover plus rapidement,1751.57,https://example.com/images/336.jpg,16
337,L'avantage de rouler plus facilement,1348.56,https://example.com/images/337.jpg,11
338,L'assurance d'évoluer en toute tranquilité,1702.88,https://example.com/images/338.jpg,7
339,Le confort d'avancer en toute tranquilité,1436.1,https://example.com/images/339.jpg,15
340,L'assurance de rouler à l'état pur,1405.07,https://example.com/images/340.jpg,13
341,La possibilité de rouler sans soucis,211.94,https://example.com/images/341.jpg,4
342,L'avantage d'innover plus rapidement,1929.48,https://example.com/images/342.jpg,10
343,Le pouvoir de concrétiser vos projets à la pointe,22.79,https://example.com/images/343.jpg,10
344,Le plaisir d'avancer plus facilement,1147.01,https://example.com/images/344.jpg,16
345,Le plaisir d'évoluer autrement,1878.35,https://example.com/images/345.jpg,18
346,L'art de rouler de manière sûre,1473.48,https://example.com/images/346.jpg,8
347,L'avantage de rouler de manière efficace,325.14,https://example.com/images/347.jpg,15
348,Le droit de changer à la pointe,1068.85,https://example.com/images/348.jpg,1
349,L'avantage de louer sans soucis,875.56,https://example.com/images/349.jpg,17
350,L'avantage de rouler plus facilement,1686.77,https://example.com/images/350.jpg,4
351,La possibilité de louer à sa source,300.46,https://example.com/images/351.jpg,13
352,L'assurance de changer de manière efficace,1767.13,https://example.com/images/352.jpg,14
353,L'art de concrétiser vos projets avant-tout,1188.92,https://example.com/images/353.jpg,7
354,La possibilité de louer à sa source,1309.5,https://example.com/images/354.jpg,3
355,L'art de louer à l'état pur,1401.25,https://example.com/images/355.jpg,17
356,Le pouvoir de concrétiser vos projets autrement,364.99,https://example.com/images/356.jpg,19
357,L'assurance de concrétiser vos projets à l'état pur,218.72,https://example.com/images/357.jpg,7
